Date,Price,Pid,Property_name,Area,Address,Neighboorhood
1/11/2021,750000,F0743,600.0 square meter Land for sale Akodo Ise Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Akodo Ise Akodo Ise Ibeju-Lekki Lagos,Ibeju-Lekki
1/11/2021,95000000,G9690,5 bedroom Duplex for sale lekky county homes Ikota Lekki Lagos,Lekki Ikota,megamound avenue lekky county homes Ikota Lekki Lagos,Lekki
1/11/2021,38000000,G9689,3 bedroom Flat / Apartment for sale Off Toyin Street Toyin street Ikeja Lagos,Ikeja street,Off Toyin Street Off Toyin Street Toyin Street Ikeja Lagos,Ikeja
1/11/2021,20000000,G9688,1523.0 square meter Land for sale Thomas estate Ajah Lagos,Ajah estate,Off Modupe young Thomas Estate Ajah Lagos,Ajah
1/11/2021,45000000,G0886,4 bedroom Duplex for sale opic Berger Ojodu Lagos,Ojo Berger,isheri opic Berger Ojodu Lagos,Ojo
1/11/2021,35000000,G9684,2 bedroom Flat / Apartment for sale Off Allen Avenue Ikeja Lagos,Ikeja Avenue,Off Allen Avenue Ikeja Lagos,Ikeja
1/11/2021,15000000,G9683,640.0 square meter Land for sale Off lekki Epe way by Abraham Adesanya Ajiwe Ajah Lagos,Epe Ajiwe,Generally paint road Off lekki Epe way by Abraham Adesanya Ajiwe Ajah Lagos,Epe
1/11/2021,30000000,G9671,667.0 square meter Land for sale Mangoro Ikeja Lagos,Ikeja Mangoro,Ogunsolu street. Mangoro Ikeja Lagos,Ikeja
1/11/2021,135000000,F3371,3 bedroom Flat / Apartment for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,Off Admiralty Road Lekki Phase 1 Lekki Lagos,Lekki
1/11/2021,105000000,"930,G9658",Land for sale Ikate Lekki Lagos,Lekki Ikate,"Off Femi Okunnu Road, Ikate Lekki Lagos",Lekki
1/11/2021,65000000,G9657,4 bedroom Duplex for sale Osapa london Lekki Lagos,Lekki london,"Ikate, Osapa London Lekki Lagos",Lekki
1/11/2021,260000000,"2600,G9653",2600.0 square meter Land for sale before Novare Shoprite mall Sangotedo Ajah Lagos,Sangotedo Sangotedo,Land Facing the Expressway before Novare Shoprite mall Sangotedo Ajah Lagos,Sangotedo
1/11/2021,12000000,G9652,600.0 square meter Land for sale Novare Lekki Mall Sangotedo Ajah Lagos,Lekki Sangotedo,Behind Novare Lekki Mall Novare Lekki Mall Sangotedo Ajah Lagos,Lekki
1/11/2021,35000000,F4140,3 bedroom Bungalow for sale Thomas Estate Thomas estate Ajah Lagos,Lekki estate,Lekki Ajah Thomas Estate Thomas Estate Ajah Lagos,Lekki
1/11/2021,70000000,G9649,4 bedroom Duplex for sale Lekky County Homes Ikota Lekki Lagos,Lekki Ikota,Megamound Avenue Lekky County Homes Ikota Lekki Lagos,Lekki
1/11/2021,33000000,G9352,4 bedroom House for sale Limeridge Hotel chevron Lekki Lagos,Lekki chevron,"LimeRidge Hotel, Paradise road Limeridge Hotel Chevron Lekki Lagos",Lekki
1/11/2021,18500000,G9360,4 bedroom Duplex for sale Off Lekki-Epe Express Way Abraham adesanya estate Ajah Lagos,Lekki estate,Off Lekki-Epe Express Way Off Lekki-Epe Express Way Abraham Adesanya Estate Ajah Lagos,Lekki
1/11/2021,27500000,G9363,5 bedroom Duplex for sale Lekki-Epe Express Way Awoyaya Ajah Lagos,Lekki Awoyaya,Lekki-Epe Express Way Lekki-Epe Express Way Awoyaya Ajah Lagos,Lekki
1/11/2021,43000000,G9646,4 bedroom Duplex for sale V G C chevron Lekki Lagos,Lekki chevron,Orchid Road by 2nd Toll Gate. V G C Chevron Lekki Lagos,Lekki
1/11/2021,85000000,G9644,5 bedroom Duplex for sale Lekky County Homes Ikota Lekki Lagos,Lekki Ikota,MegaMound Avenue Lekky County Homes Ikota Lekki Lagos,Lekki
1/11/2021,70000000,"677,G9643",6 bedroom Duplex for sale Oke-Ira Ogba Lagos,Ogba Ira,Oke Ira Oke Ira Ogba Lagos,Ogba
1/11/2021,100000000,G9642,4 bedroom Duplex for sale Oniru Victoria Island Extension Victoria Island Lagos,VI Victoria,Oniru Oniru VI Extension VI Lagos,VI
1/11/2021,110000000,"964,G9638",964.0 square meter Land for sale Ikate Lekki Lagos,Lekki Ikate,"Off Femi Okunnu Estate, Ikate Ikate Lekki Lagos",Lekki
1/11/2021,100000000,G9635,4 bedroom Flat / Apartment for sale Oniru Victoria Island Extension Victoria Island Lagos,VI Victoria,Oniru Oniru VI Extension VI Lagos,VI
1/11/2021,700000,G9633,600.0 square meter Land for sale Lacampagne Tropicana Akodo Ise Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Idasho Lacampagne Tropicana Akodo Ise Ibeju-Lekki Lagos,Ibeju-Lekki
1/11/2021,400000000,G7800,3683.0 square meter Land for sale Opposite Tin Can Island Ports Tin Can Apapa Lagos,Apapa Can,Tin Can Island Opposite Tin Can Island Ports Tin Can Apapa Lagos,Apapa
1/11/2021,26000000,E7767,700.0 square meter Land for sale Ologolo Agungi Lekki Lagos,Lekki Agungi,Off Ologolo Road Ologolo Agungi Lekki Lagos,Lekki
1/11/2021,65000000,"1068,G9539",1068.0 square meter Land for sale Lekky county homes Ikota Lekki Lagos,Lekki Ikota,Lekky county homes Lekky county homes Ikota Lekki Lagos,Lekki
1/11/2021,18000000,"400,G9630",400.0 square meter Land for sale ikeja Ogba Bus-stop Ogba Lagos,Ogba stop,joseph odulami street ogba ikeja Ogba Bus Stop Ogba Lagos,Ogba
1/11/2021,500000000,"1000,G9625",6 bedroom Duplex for sale Ikeja GRA Ikeja Lagos,Ikeja GRA,Oba Akinjobi way Ikeja Gra Ikeja Lagos,Ikeja
1/11/2021,380000000,G9515,Commercial Property for sale Awolowo Road Ikoyi Lagos,Ikoyi Road,Awolowo Road Awolowo Road Ikoyi Lagos,Ikoyi
1/11/2021,380000000,G9469,4 bedroom House for sale Kofo Abayomi Victoria Island Lagos,VI Victoria,Kofo Abayomi Street VI Lagos Kofo Abayomi VI Lagos,VI
1/11/2021,600000000,"340,G9623",8 bedroom Duplex for sale Ikeja GRA Ikeja Lagos,Ikeja GRA,Dosumu street Ikeja Gra Ikeja Lagos,Ikeja
1/11/2021,65000000,"480,G9612",480.0 square meter Land for sale Ikate Lekki Lagos,Lekki Ikate,"Off Femi Okunnu Road, Ikate Lekki Lagos",Lekki
1/11/2021,900000000,"14,G9459",3 bedroom Flat / Apartment for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,Lekki Phase 1 Lagos Lekki Phase 1 Lekki Lagos,Lekki
1/11/2021,5500000000,"10,G7690",Land for sale Lekki Phase 2 Lekki Lagos,Lekki Phase,Maiyegun Lekki Phase 2 Lekki Lagos,Lekki
1/11/2021,10500000,G9601,600.0 square meter Land for sale Opulence Estate Lakowe Lakowe Ajah Lagos,Ajah Lakowe,Lakowe Golf Resort Opulence Estate Lakowe Lakowe Ajah Lagos,Ajah
1/11/2021,60000000,G9599,3 bedroom Flat / Apartment for sale ago palace way Ago palace Okota Lagos,Okota palace,last bustop ago palace way Ago Palace Okota Lagos,Okota
1/11/2021,750000,G9598,600.0 square meter Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Free Trade Zone Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/11/2021,90000000,G9597,4 bedroom Flat / Apartment for sale Ligali Ayorinde Victoria Island Lagos,VI Victoria,Off Ligali Ayorinde Ligali Ayorinde VI Lagos,VI
1/11/2021,65000000,G9596,3 bedroom Flat / Apartment for sale Victoria Island Extension Victoria Island Lagos,VI Victoria,Coperation Drive VI Extension VI Lagos,VI
1/11/2021,130000000,G9595,4 bedroom Duplex for sale Parkview Estate Ikoyi Lagos,Ikoyi Estate,ParkView Estate Parkview Estate Ikoyi Lagos,Ikoyi
1/11/2021,450000000,G9594,6 bedroom Duplex for sale Banana Island Ikoyi Lagos,Ikoyi Island,Banana Island Banana Island Ikoyi Lagos,Ikoyi
1/11/2021,150000000,G9593,4 bedroom Duplex for sale Oniru Victoria Island Extension Victoria Island Lagos,VI Victoria,Off market Road Oniru VI Extension VI Lagos,VI
1/11/2021,36000000,"12,G9592",4 bedroom Duplex for sale After Second toll Gate Lekki Lagos,Lekki Gate,Lafiaji After Second toll Gate Lekki Lagos,Lekki
1/11/2021,47000000,G9591,4 bedroom Duplex for sale Buene Vista Estate Lafiaji Lekki Lagos chevron Lekki Lagos,Lekki chevron,Buene Vista Estate Lafiaji Lekki Lagos Buene Vista Estate Lafiaji Lekki Lagos Chevron Lekki Lagos,Lekki
1/11/2021,3500000,G9588,500.0 square meter Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,2 mins drive from lekki free trade zone Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/11/2021,145000000,G9584,Duplex for sale Oniru Victoria Island Extension Victoria Island Lagos,VI Victoria,Dideolu Estate Oniru VI Extension VI Lagos,VI
1/11/2021,3500000,G9583,Land for sale Ojokoro road. Agric Ikorodu Lagos,Ojo Agric,Ojokoro road Ojokoro road. Agric Ikorodu Lagos,Ojo
1/11/2021,18000000,G9582,2 bedroom Flat / Apartment for sale Crown Estate Ajah Lagos,Ajah Estate,Sunview Estate Crown Estate Ajah Lagos,Ajah
1/11/2021,50000000,G9577,4 bedroom Duplex for sale Idado Lekki Lagos,Lekki Idado,Off Idado street Idado Lekki Lagos,Lekki
1/11/2021,80000000,G9575,3 bedroom House for sale Directly Off St. Finbarrs College Road. Akoka Yaba Lagos,Yaba Akoka,Chemist Directly Off St. Finbarrs College Road. Akoka Yaba Lagos,Yaba
1/11/2021,34000000,G9571,3 bedroom Duplex for sale Elegushi Ikate Lekki Lagos,Lekki Ikate,Meadow hall road Elegushi Ikate Lekki Lagos,Lekki
1/11/2021,85000000,G9565,5 bedroom Duplex for sale magodo isheri Magodo Isheri Ojodu Lagos,Ojo Isheri,unilag estate magodo isheri Magodo Isheri Ojodu Lagos,Ojo
1/11/2021,20000000,G9554,3 bedroom Bungalow for sale Ejigbo Ejigbo Lagos,Ejigbo Ejigbo,Bucknor EState Ejigbo Ejigbo Lagos,Ejigbo
1/11/2021,10000000,G6463,500.0 square meter Land for sale Lekki Epe Expressway Bogije Sangotedo Lagos,Lekki Bogije,Lekki Epe Expressway Lekki Epe Expressway Bogije Sangotedo Lagos,Lekki
1/11/2021,15000000,"650,G9548",Land for sale Badagry Badagry Lagos,Badagry Badagry, Badagry Idi iroko Boarder Road Badagry Badagry Lagos,Badagry
1/11/2021,1200000000,"10,G9546",3 bedroom Flat / Apartment for sale off Awolowo road Awolowo Road Ikoyi Lagos,Ikoyi Road,Ikoyi water front off Awolowo road Awolowo Road Ikoyi Lagos,Ikoyi
1/11/2021,700000,G9545,600.0 square meter Land for sale Ise Akodo Ise Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,ROYALTY GARDENS Ise Akodo Ise Ibeju-Lekki Lagos,Ibeju-Lekki
1/11/2021,141000000,G9543,4 bedroom House for sale chevron Lekki Lagos,Lekki chevron,Chevron Office Lekki Axis Chevron Lekki Lagos,Lekki
1/11/2021,47000000,G1440,2 bedroom Flat / Apartment for sale oke ira Oke-Ira Ogba Lagos,Ogba Ira,Okeira oke ira Oke Ira Ogba Lagos,Ogba
1/11/2021,25000000,"500,G9535","3 bedroom Bungalow for sale Abule Egba, Lagos Abule Egba Abule Egba Lagos",Abule-Egba Abule,"Labaki Estate, Abule-Egba, Lagos Abule-Egba, Lagos Abule-Egba Abule-Egba Lagos",Abule-Egba
1/11/2021,180000000,F2794,5 bedroom Duplex for sale Off Lekki Central Mosque Lekki Phase 1 Lekki Lagos,Lekki Phase,Off Lekki Central Mosque Lekki Phase 1 Lekki Lagos,Lekki
1/11/2021,75000000,G9533,2 bedroom Flat / Apartment for sale Off Ajayi Road Ajayi road Ogba Lagos,Ogba road,Off Ajayi Road Off Ajayi Road Ajayi Road Ogba Lagos,Ogba
1/11/2021,15000000,G9522,300.0 square meter Land for sale Peace Estate Oke-Afa Isolo Lagos,Isolo Afa,Peace Estate Oke Afa Isolo Lagos,Isolo
1/11/2021,3000000,G9518,Land for sale ikola Ipaja Ipaja Lagos,Ipaja Ipaja,Eleyin street ikola Ipaja Ipaja Lagos,Ipaja
1/11/2021,90000000,G9511,650.0 square meter Land for sale VGC Extension VGC Ajah Lagos,Ajah VGC,Ajah VGC Extension Vgc Ajah Lagos,Ajah
1/11/2021,3000000,G9507,345.0 square meter Land for sale ikola Ipaja Ipaja Lagos,Ipaja Ipaja,Eleyin street ikola Ipaja Ipaja Lagos,Ipaja
1/11/2021,28000000,G9500,3 bedroom Duplex for sale Monastery Road Sangotedo Ajah Lagos,Sangotedo Sangotedo,Grenadine Estate Monastery Road Sangotedo Ajah Lagos,Sangotedo
1/11/2021,4000000,D6385,600.0 square meter Land for sale Lekki Free Trade Zone Ibeju-Lekki Lagos,Lekki Ibeju,Cherrywood Drive Lekki Free Trade Zone Ibeju-Lekki Lagos,Lekki
1/11/2021,75000000,G9496,4 bedroom Duplex for sale Allen Avenue Ikeja Lagos,Ikeja Avenue,off Allen Avenue Allen Avenue Ikeja Lagos,Ikeja
1/11/2021,80000000,G9492,3 bedroom Flat / Apartment for sale Akoka Akoka Yaba Lagos,Yaba Akoka,Yaba Akoka Akoka Yaba Lagos,Yaba
1/11/2021,1500000,G9491,Land for sale Alatise Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Green roof estate Alatise Ibeju-Lekki Lagos,Ibeju-Lekki
1/11/2021,1500000,G9490,Land for sale Alatise Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Green roof estate Alatise Ibeju-Lekki Lagos,Ibeju-Lekki
1/11/2021,75000000,G7913,5 bedroom Duplex for sale Chevy View Estate Lekki chevron Lekki Lagos,Lekki chevron,chevron Chevy View Estate Lekki Chevron Lekki Lagos,Lekki
1/11/2021,60000000,G7790,5 bedroom Duplex for sale Beside Nicon Town Lekki Lagos,Lekki Town,Platinuim Way Beside Nicon Town Lekki Lagos,Lekki
1/11/2021,45000000,G9468,House for sale Fola Agoro Road Akoka Yaba Lagos,Yaba Akoka,Akoka Fola Agoro Road Akoka Yaba Lagos,Yaba
1/11/2021,450000000,D0148,2700.0 square meter Commercial Property for sale Ojokoro Alagbado Abule Egba Lagos,Ojo Abule,Ijaiye Ojokoro along Lagos Abeokuta Expressway Lagos State Ojokoro Alagbado Abule-Egba Lagos,Ojo
1/11/2021,50000000,G9455,92.0 square meter Shop for sale Ikate Lekki Lagos,Lekki Ikate,Ikate Lekki Lagos,Lekki
1/11/2021,70000000,G9453,1902.0 square meter Land for sale Mr Biggs Bus Stop Ikosi-Ketu Kosofe/Ikosi Lagos,Ikosi Kosofe,Mr Biggs Bus Stop Ikosi Ketu Kosofe Ikosi Lagos,Ikosi
1/11/2021,45000000,G0505,3 bedroom Flat / Apartment for sale Jakande Lekki Lagos,Lekki Jakande,Lekki Jakande Lekki Lagos,Lekki
1/11/2021,650000000,G9432,Commercial Property for sale Ojuelegba Surulere Lagos,Surulere Ojuelegba,Western Avenue Ojuelegba Surulere Lagos,Surulere
1/11/2021,750000,G9431,600.0 square meter Land for sale Eleranigbe Ibeju-Lekki Lagos,Lekki Ibeju,ibeju Lekki Eleranigbe Ibeju-Lekki Lagos,Lekki
1/11/2021,65000000,G9429,4 bedroom Duplex for sale Osapa london Lekki Lagos,Lekki london,Osapa lekki Osapa London Lekki Lagos,Lekki
1/11/2021,200000000,G9428,5 bedroom House for sale lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki Phase,lekki phase 1 lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki
1/11/2021,47000000,G9426,4 bedroom Duplex for sale chevron Lekki Lagos,Lekki chevron,Orchid/chevron Chevron Lekki Lagos,Lekki
1/11/2021,600000,"600,G9418",600.0 square meter Land for sale Osoroko Lagos,Ibeju-Lekki sale,Akodo Osoroko Akodo Ibeju-Lekki Lagos,Ibeju-Lekki
1/11/2021,55000000,G8326,5 bedroom Duplex for sale Divine Estate Amuwo Odofin Amuwo Odofin Amuwo Odofin Lagos,Amuwo-Odofin Amuwo,Divine Estate Amuwo-Odofin Divine Estate Amuwo-Odofin Amuwo-Odofin Amuwo-Odofin Lagos,Amuwo-Odofin
1/11/2021,50000000,G8391,4 bedroom Duplex for sale Satellite Town Amuwo Odofin Lagos,Amuwo-Odofin Amuwo,FHA Estate2 satellite town Lagos Satellite Town Amuwo-Odofin Lagos,Amuwo-Odofin
1/11/2021,45000000,F9162,4 bedroom Duplex for sale Lekki chevron Lekki Lagos,Lekki chevron,Buena vista estate Lekki Chevron Lekki Lagos,Lekki
1/11/2021,45000000,G0715,4 bedroom Duplex for sale Ajah Graceland Estate Ajah Lagos,Ajah Estate,Graceland estate Ajah Graceland Estate Ajah Lagos,Ajah
1/11/2021,55000000,G0919,4 bedroom Duplex for sale Lekki Agungi Lekki Lagos,Lekki Agungi,Agungi Lekki Agungi Lekki Lagos,Lekki
1/11/2021,80000000,"650,F6642",4 bedroom Bungalow for sale Lekki V.G.C Lekki Lagos,VGC C,VGC Lekki V.g.c Lekki Lagos,VGC
1/11/2021,65000000,G0923,4 bedroom Duplex for sale Lekki chevron Lekki Lagos,Lekki chevron,Chevron Drive Lekki Chevron Lekki Lagos,Lekki
1/11/2021,50000000,G0917,4 bedroom Duplex for sale Lekki chevron Lekki Lagos,Lekki chevron,By Second toll gate Lekki Chevron Lekki Lagos,Lekki
1/11/2021,85000000,G0925,5 bedroom Duplex for sale Lekki chevron Lekki Lagos,Lekki chevron,Chevron Lekki Chevron Lekki Lagos,Lekki
1/11/2021,70000000,G1668,4 bedroom House for sale Lekki Osapa london Lekki Lagos,Lekki london,Osapa Lekki Osapa London Lekki Lagos,Lekki
1/11/2021,13000000,"650,F4036",Land for sale Ajah Off Lekki-Epe Expressway Ajah Lagos,Ajah Expressway,Mobil Road Ajah Off Lekki Epe Expressway Ajah Lagos,Ajah
1/11/2021,55000000,G1930,4 bedroom Duplex for sale Ajah Thomas estate Ajah Lagos,Ajah estate,Victory Estate Ajah Thomas Estate Ajah Lagos,Ajah
1/11/2021,20000000,G1820,3 bedroom Bungalow for sale Lekki chevron Lekki Lagos,Lekki chevron,Southpoint Estate Lekki Chevron Lekki Lagos,Lekki
1/11/2021,90000000,G4742,5 bedroom House for sale Lekki Ikate Lekki Lagos,Lekki Ikate,IKate Elegushi Lekki Ikate Lekki Lagos,Lekki
1/11/2021,65000000,G4977,4 bedroom House for sale Lekki Ikate Lekki Lagos,Lekki Ikate,Ikate Lekki Ikate Lekki Lagos,Lekki
1/11/2021,55000000,G3085,4 bedroom Duplex for sale Lekki Ikota Lekki Lagos,Lekki Ikota,Ikota Villa estate Lekki Ikota Lekki Lagos,Lekki
1/11/2021,70000000,G1794,4 bedroom Duplex for sale Lekki Osapa london Lekki Lagos,Lekki london,Osapa Lekki Osapa London Lekki Lagos,Lekki
1/11/2021,4000000,G3173,Land for sale Ibeju Eleko Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Sapphire Court Ibeju Eleko Ibeju-Lekki Lagos,Ibeju-Lekki
1/11/2021,48000000,G4786,3 bedroom Flat / Apartment for sale Lekki Ikate Lekki Lagos,Lekki Ikate,Ikate Lekki Ikate Lekki Lagos,Lekki
1/11/2021,850000000,"12,G8431",3 bedroom Flat / Apartment for sale Parkview Estate Ikoyi Lagos,Ikoyi Estate,Parkview Estate Parkview Estate Ikoyi Lagos,Ikoyi
1/11/2021,3500000,G9392,Land for sale Ogombo Ogombo Ajah Lagos,Ajah Ogombo,Off Ogunlana Ogombo Ogombo Ajah Lagos,Ajah
1/11/2021,45980121,G9387,2 bedroom Flat / Apartment for sale Victoria Island Ligali Ayorinde Victoria Island Lagos,VI Victoria,VI VI Ligali Ayorinde VI Lagos,VI
1/11/2021,47000000,G9382,4 bedroom House for sale chevron Lekki Lagos,Lekki chevron,"Behind Orchid Hotel, Lafiaji Lekki Chevron Lekki Lagos",Lekki
1/11/2021,4500000,G9376,Land for sale Awoyaya Ajah Lagos,Ajah Awoyaya,Mayfair Gardens Awoyaya Ajah Lagos,Ajah
1/11/2021,5000000,G9374,Land for sale County Bus stop Aguda(Ogba) Ogba Lagos,Ogba Ogba,County Bus stop Aguda(ogba) Ogba Lagos,Ogba
1/11/2021,18000000,G6467,600.0 square meter Land for sale Lekki Epe Expressway Sangotedo Ajah Lagos,Lekki Sangotedo,Lekki Epe Expressway Lekki Epe Expressway Sangotedo Ajah Lagos,Lekki
1/11/2021,50000000,G2054,5 bedroom Duplex for sale Ifako-gbagada Gbagada Lagos,Gbagada gbagada,ifako Ifako Gbagada Gbagada Lagos,Gbagada
1/11/2021,20000000,G9365,Land for sale Off Yaya Abatan Road Ifako-ogba Ogba Lagos,Ogba ogba,Off Yaya Abatan Road Ifako Ogba Ogba Lagos,Ogba
1/11/2021,70000000,G5947,4 bedroom Duplex for sale Ikota villa Estate VGC Ajah Lagos,Ajah VGC,Ikota Villa Estate Road Ikota villa Estate Vgc Ajah Lagos,Ajah
1/11/2021,5000000,G9344,Land for sale Cherrywood courts Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Ibeju-Lekki Cherrywood courts Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/11/2021,5000000,G9339,Land for sale Dangote Refinery Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,LEKKI Dangote Refinery Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/11/2021,2000000,G9337,Land for sale Onosa Ibeju Lekki LBS Ibeju-Lekki Lagos,Lekki Ibeju,Lekki Onosa Ibeju-Lekki Lbs Ibeju-Lekki Lagos,Lekki
1/11/2021,32000000,"800,G9331",3 bedroom Flat / Apartment for sale Ifako Agege Lagos,Agege Ifako,new oko off agbe road ifako ijaye lagos. Ifako Agege Lagos,Agege
1/11/2021,28000000,G9324,6 bedroom Commercial Property for sale Onipan Bobby benson Onipanu Shomolu Lagos,Shomolu Onipanu,Behind Ecobank Onipan Bobby benson Onipanu Shomolu Lagos,Shomolu
1/11/2021,42000000,G9315,3 bedroom House for sale Egbeda Egbeda Alimosho Lagos,Alimosho Egbeda,Karimu Laka Street Egbeda Egbeda Alimosho Lagos,Alimosho
1/11/2021,12000000,G9306,1 bedroom mini flat Land for sale Berger Ojodu Lagos,Ojo Berger,Berger Ojodu Lagos,Ojo
1/11/2021,1500000,G9302,1 bedroom mini flat Flat / Apartment for sale Osapa london Lekki Lagos,Lekki london,Osapa London Osapa London Lekki Lagos,Lekki
1/11/2021,65000000,G9298,3 bedroom House for sale Directly Off St. Finbarrs College Road Akoka Yaba Lagos,Yaba Akoka,Sholanke Street Directly Off St. Finbarrs College Road Akoka Yaba Lagos,Yaba
1/11/2021,5500000,G9293,Land for sale Ibeju Lekki Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Ibeju-Lekki Ibeju-Lekki Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/11/2021,115000000,G9291,6 bedroom Duplex for sale Badore Ajah Lagos,Ajah Badore,Cooperative villa estate Badore Ajah Lagos,Ajah
1/12/2021,4000000,G9289,Land for sale Ibeju Agbe Town Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Ibeju-Lekki Ibeju Agbe Town Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/12/2021,30000000,G9288,4 bedroom House for sale Off Finbarrs Road Akoka Yaba Lagos,Yaba Akoka,Chemist Off Finbarrs Road Akoka Yaba Lagos,Yaba
1/12/2021,30000000,G9283,3 bedroom Duplex for sale Lekki Gardens estate Ajah Lagos,Lekki estate,Phase 1 Lekki Gardens Estate Ajah Lagos,Lekki
1/12/2021,30000000,G9282,Land for sale Anthony Maryland Lagos,Maryland Anthony,Anthony Anthony Maryland Lagos,Maryland
1/12/2021,120000000,G9277,3 bedroom House for sale Osborne Foreshore Estate Ikoyi Lagos,Ikoyi Estate,Phase 2 Osborne Foreshore Estate Ikoyi Lagos,Ikoyi
1/12/2021,45000000,G9276,4 bedroom Duplex for sale Ologolo Agungi Lekki Lagos,Lekki Agungi,Behind the Cathedral Ologolo Agungi Lekki Lagos,Lekki
1/12/2021,110000000,G7349,5 bedroom Duplex for sale omole phase 2 Berger Ojodu Lagos,Ojo Berger,omole phase 2 Berger Ojodu Lagos,Ojo
1/12/2021,48000000,G7634,5 bedroom Duplex for sale Ologolo Lekki Phase 2 Lekki Lagos,Lekki Phase,Ologolo Lekki Phase 2 Lekki Lagos,Lekki
1/12/2021,65000000,"16,G8804",4 bedroom Duplex for sale Ologolo Agungi Lekki Lagos,Lekki Agungi,Ologolo Agungi Lekki Lagos,Lekki
1/12/2021,32000000,G7642,4 bedroom Duplex for sale Ologolo Lekki Phase 2 Lekki Lagos,Lekki Phase,Ologolo Lekki Phase 2 Lekki Lagos,Lekki
1/12/2021,80000000,G8793,5 bedroom Duplex for sale Ologolo Agungi Lekki Lagos,Lekki Agungi,Ologolo Agungi Lekki Lagos,Lekki
1/12/2021,160000000,G7544,5 bedroom Duplex for sale Lekki Right Elf Bus Stop Lekki Phase 1 Lekki Lagos,Lekki Phase,Lekki Right Elf Bus Stop Lekki Phase 1 Lekki Lagos,Lekki
1/12/2021,40000000,G8759,3 bedroom Flat / Apartment for sale Allen Avenue Ikeja Lagos,Ikeja Avenue,Allen Avenue Ikeja Lagos,Ikeja
1/12/2021,180000000,G7462,"5 bedroom Duplex for sale Off Admiralty Way, Lekki Phase 1 Lekki Lagos",Lekki Phase,"Off Admiralty Way, Lekki Phase 1 Lekki Lagos",Lekki
1/12/2021,70000000,G9260,4 bedroom Duplex for sale Lekki Phase 2 Lekki Lagos,Lekki Phase,"Oral State behind OandO Filling station close to the second toll gate, Lekki Express way Lekki Phase 2 Lekki Lagos",Lekki
1/12/2021,82000000,G9259,4 bedroom House for sale lekki- epe expressway Ikota Lekki Lagos,Lekki Ikota,Napier Garden lekki- epe expressway Ikota Lekki Lagos,Lekki
1/12/2021,62000000,"30,G7452",3 bedroom Flat / Apartment for sale off Chief Albert Iyorah Street Lekki Phase 1 Lekki Lagos,Lekki Phase,off Chief Albert Iyorah Street Lekki Phase 1 Lekki Lagos,Lekki
1/12/2021,60000000,"350,G9252",4 bedroom Duplex for sale By Mobile road VGC Ajah Lagos,Ajah VGC,Alaguntan By Mobile road Vgc Ajah Lagos,Ajah
1/12/2021,12000000,G9246,3 bedroom Bungalow for sale Ayobo Ipaja Lagos,Ipaja Ayobo,"Abiola Estate, Ayobo Ayobo Ipaja Lagos",Ipaja
1/12/2021,130000000,G9245,6 bedroom Duplex for sale Ogudu GRA Ogudu Lagos,Ogudu GRA, Ogudu Gra Ogudu Lagos,Ogudu
1/12/2021,13000000,G9243,3 bedroom Bungalow for sale Ayobo Ipaja Lagos,Ipaja Ayobo,"Abiola Estate, Ayobo Ayobo Ipaja Lagos",Ipaja
1/12/2021,3500000,G9241,60000.0 square meter Land for sale Ibeju-Lekki Abijo Ajah Lagos,Ibeju-Lekki Abijo,Opposite Abijo G.R.A Ibeju-Lekki Abijo Ajah Lagos,Ibeju-Lekki
1/12/2021,200000000,"3000,G9238",3000.0 square meter Commercial Property for sale Ago- Amuwo road Apple junction Amuwo Odofin Lagos,Amuwo-Odofin Amuwo,Ago palace way - Amuwo-Odofin Road Ago- Amuwo road Apple Junction Amuwo-Odofin Lagos,Amuwo-Odofin
1/12/2021,350000000,"1000,G9227",7 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,Lekki phase 1 Lekki Phase 1 Lekki Lagos,Lekki
