Date,Price,Pid,Property_name,Area,Address,Neighboorhood
1/2/2021,2500000,E9857,Land for sale Eleranigbe Eleranigbe Ibeju-Lekki Lagos,Ibeju-Lekki,Eleranigbe Eleranigbe Eleranigbe Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,30000000,"17,H2630",667.0 square meter Land for sale opebi street Opebi Ikeja Lagos,Opebi,Opebi street opebi street Opebi Ikeja Lagos,Ikeja
1/2/2021,3500000000,"10,18,H4485",3 bedroom House for sale Victoria Island Extension Victoria Island Lagos,VI,VI Lagos VI Extension VI Lagos,VI
1/2/2021,340000000,H4413,5 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,Lekki,off afrika lane Lekki Phase 1 Lekki Lagos,Lekki
1/2/2021,28000000,G8554,3 bedroom Flat / Apartment for sale Igando Ikotun/Igando Lagos,Igando Ikotun,NEAR IGANDO B/STOP Igando Ikotun Igando Lagos,Igando
1/2/2021,13000000,G5150,Land for sale Bucknor Isolo Lagos,Isolo,Tijani Salako off Bode Shodiya street Bucknor Isolo Lagos,Isolo
1/2/2021,12000000,G4891,1 bedroom mini flat Flat / Apartment for sale Ijegun Ikotun/Igando Lagos,Igando Ikotun,"Fatade street, off Isheri/ Ijegun Rd, Kuduyeibu estate Ijegun Ikotun Igando Lagos",Igando
1/2/2021,10000000,G4886,3 bedroom Bungalow for sale Abaranje Ikotun/Igando Lagos,Igando Ikotun,"Shodimu street by K& S B/stop, Abaranje Abaranje Ikotun Igando Lagos",Igando
1/2/2021,450000000,H2245,6 bedroom House for sale Banana Island Ikoyi Lagos,Ikoyi,Banana island Banana Island Ikoyi Lagos,Ikoyi
1/2/2021,30000000,H0634,3 bedroom Flat / Apartment for sale Oral Estate Ikota Lekki Lagos,Lekki,Oral Estate Oral Estate Ikota Lekki Lagos,Lekki
1/2/2021,7000000,H0652,Land for sale Ajah Sangotedo Ajah Lagos,Ajah,Ajah Ajah Sangotedo Ajah Lagos,Ajah
1/2/2021,180000000,H3290,5 bedroom House for sale Lekki Phase 1 Lekki Lagos,Lekki,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,Lekki
1/2/2021,160000000,H4181,6 bedroom House for sale Pinnock Beach estate Jakande Lekki Lagos,Lekki,Jakande Pinnock Beach estate Jakande Lekki Lagos,Lekki
1/2/2021,20000000,"20,H5794",3 bedroom Bungalow for sale opic Isheri North Ojodu Lagos,Ojodu,opic estate isheri lagos opic Isheri North Ojodu Lagos,Ojo
1/2/2021,2500000,H1579,Land for sale Eleko Ibeju-Lekki Lagos,Ibeju-Lekki,ELEKO Eleko Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,60000000,G4612,4 bedroom Duplex for sale chevron Lekki Lagos,Lekki,chevron Chevron Lekki Lagos,Lekki
1/2/2021,5000000,H1058,830.0 square meter Land for sale Bucknor Isolo Lagos,Isolo,Bucknor Bucknor Isolo Lagos,Isolo
1/2/2021,60000000,G3849,4 bedroom Duplex for sale chevron Lekki Lagos,Lekki,Chevron Chevron Lekki Lagos,Lekki
1/2/2021,4000000,H4686,Land for sale Onosa Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki,Onosa Onosa Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,30000000,G5330,5 bedroom Duplex for sale Thomas estate Ajah Lagos,Ajah,Chinedu street Thomas Estate Ajah Lagos,Ajah
1/2/2021,25000000,G6335,Land for sale Eleko Ibeju-Lekki Lagos,Ibeju-Lekki,EXPRESSWAY Eleko Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,50000000,H5031,Office Space for sale Egbeda Egbeda Alimosho Lagos,Alimosho,Egbeda Egbeda Egbeda Alimosho Lagos,Alimosho
1/2/2021,55000000,G9381,4 bedroom Duplex for sale chevy view chevron Lekki Lagos,Lekki,Apena chevy view Chevron Lekki Lagos,Lekki
1/2/2021,95000000,H5748,4 bedroom Duplex for sale Off Lateef Jakande Road Agidingbi Ikeja Lagos,Ikeja,Off Lateef Jakande Road Agidingbi Ikeja Lagos,Ikeja
1/2/2021,600000000,H1892,House for sale Ikoyi S.W Ikoyi Lagos,Ikoyi,"No. 2, Eleko Close Ikoyi S.w Ikoyi Lagos",Ikoyi
1/2/2021,600000000,H5727,Land for sale Osborne Foreshore Estate Ikoyi Lagos,Ikoyi,Osborne phase 2 Osborne Foreshore Estate Ikoyi Lagos,Ikoyi
1/2/2021,22000000,G3287,Land for sale Sangotedo Ajah Lagos,Ajah,around shop rite sangotedo lekki Sangotedo Ajah Lagos,Sangotedo
1/2/2021,42000000,G3278,4 bedroom Flat / Apartment for sale Sangotedo Ajah Lagos,Ajah,diamond estate lekki Sangotedo Ajah Lagos,Sangotedo
1/2/2021,42000000,G3288,Land for sale Sangotedo Ajah Lagos,Ajah,around shop rite sangotedo lekki Sangotedo Ajah Lagos,Sangotedo
1/2/2021,40000000,G3838,Land for sale Off Lekki-Epe Expressway Ajah Lagos,Ajah,Around Lbs Off Lekki Epe Expressway Ajah Lagos,Lekki
1/2/2021,80000000,G3835,Land for sale Off Lekki-Epe Expressway Ajah Lagos,Ajah,ajiwe Off Lekki Epe Expressway Ajah Lagos,Lekki
1/2/2021,10000000000,"700,H4285",1000.0 square meter Commercial Property for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki,Ibeju Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,240000000,H4292,5 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,Lekki,Lekki Lekki Phase 1 Lekki Lagos,Lekki
1/2/2021,55000000,H2120,5 bedroom Duplex for sale Ajah Thomas estate Ajah Lagos,Ajah,Ajiwe area Ajah Thomas Estate Ajah Lagos,Ajah
1/2/2021,140000000,G9447,Land for sale before Abraham adesanya Abraham adesanya estate Ajah Lagos,Ajah, along lekki - epe expressway before Abraham adesanya Abraham Adesanya Estate Ajah Lagos,Ajah
1/2/2021,3000000,H4272,1000.0 square meter Land for sale Lekki Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki,Ibeju-Lekki Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,34000000,H4585,4 bedroom Flat / Apartment for sale Sangotedo Ajah Lagos,Ajah,Abijo Sangotedo Ajah Lagos,Sangotedo
1/2/2021,25000000,H4579,4 bedroom Flat / Apartment for sale Sangotedo Ajah Lagos,Ajah,Safeway bus stop Sangotedo Ajah Lagos,Sangotedo
1/2/2021,70000000,H3922,5 bedroom Duplex for sale Beside the new Shoprite Sangotedo Ajah Lagos,Ajah,Crown Estate Beside the new Shoprite Sangotedo Ajah Lagos,Sangotedo
1/2/2021,55000000,H2670,5 bedroom Duplex for sale Thomas estate Ajah Lagos,Ajah,Thomas Estate Thomas Estate Ajah Lagos,Ajah
1/2/2021,50000000,H4155,Commercial Property for sale Bus stop Ijegun Ikotun/Igando Lagos,Igando Ikotun,Car wash Bus stop Ijegun Ikotun Igando Lagos,Igando
1/2/2021,4000000,H2006,4 bedroom House for sale Ikorodu Igbogbo Ikorodu Lagos,Ikorodu Igbogbo,Odofin estate Ikorodu Igbogbo Ikorodu Lagos,Ikorodu
1/2/2021,8500000,H2053,4 bedroom House for sale Ikorodu Igbogbo Ikorodu Lagos,Ikorodu Igbogbo,Agunfoye Ikorodu Igbogbo Ikorodu Lagos,Ikorodu
1/2/2021,33000000,H5715,2 bedroom Flat / Apartment for sale cheveron drive chevron Lekki Lagos,Lekki chevron,Chevy view estate cheveron drive Chevron Lekki Lagos,Lekki
1/2/2021,500000000,H5712,Land for sale Ligali Ayorinde Victoria Island Lagos,VI Victoria,Louis Solomon V/I. Ligali Ayorinde VI Lagos,VI
1/2/2021,200000000,F7038,679.011 square meter Land for sale Marina Lagos Island Lagos,Lagos-Island Lagos,Close to Insurance Corporation Marina Lagos-Island Lagos,Lagos-Island
1/2/2021,200000000,H3563,Land for sale Lagos Island Lagos Island Lagos,Lagos-Island Lagos,Abibuoki street Lagos-Island Lagos-Island Lagos,Lagos-Island
1/2/2021,65000000,H5709,700.0 square meter Land for sale ShadyVille Close to Chevron Lekki Lagos,Lekki Chevron,ShadyVille Close to Chevron ShadyVille Close to Chevron Lekki Lagos,Lekki
1/2/2021,3500000000,H5704,Land for sale Ligali Ayorinde Victoria Island Lagos,VI Victoria,Oniru Ligali Ayorinde VI Lagos,VI
1/2/2021,400000000,H5703,Land for sale Ligali Ayorinde Victoria Island Lagos,VI Victoria,Dideolu Estate Oniru Ligali Ayorinde VI Lagos,VI
1/2/2021,1000000000,H5700,Land for sale Adeola Odeku Victoria Island Lagos,VI Victoria,AJOSE ADEOGUN Adeola Odeku VI Lagos,VI
1/2/2021,150000000,H5698,5 bedroom Duplex for sale Lekki Phase 1 Lekki Lagos,Lekki Phase,Maruwa(2nd roundabout) Lekki. Lagos Lekki Phase 1 Lekki Lagos,Lekki
1/2/2021,1830000000,H5694,Land for sale Banana Island Ikoyi Lagos,Ikoyi Island,Banana Island Banana Island Ikoyi Lagos,Ikoyi
1/2/2021,50000000,H5689,3 bedroom Flat / Apartment for sale Alagomeji Yaba Lagos,Yaba Alagomeji,Alagomeji Alagomeji Yaba Lagos,Yaba
1/2/2021,75000000,H5681,4 bedroom Duplex for sale Royal Estate Alausa Ikeja Lagos,Ikeja Alausa,Royal Estate Alausa Royal Estate Alausa Ikeja Lagos,Ikeja
1/2/2021,8000000,H5666,648.0 square meter Land for sale Alakuko Alagbado Abule Egba Lagos,Abule-Egba Abule,Amje Alakuko Alagbado Abule-Egba Lagos,Abule-Egba
1/2/2021,25000000,H5658,2 bedroom Flat / Apartment for sale Ikota Lekki Lagos,Lekki Ikota,Ikota Villa Estate Ikota Lekki Lagos,Lekki
1/2/2021,10000000,"25,H5655",600.0 square meter Land for sale LEKKI Monastery road Sangotedo Lagos,Sangotedo road,CMB road LEKKI Monastery Road Sangotedo Lagos,Sangotedo
1/2/2021,65000000,H5654,4 bedroom Duplex for sale Badore Ajah Lagos,Ajah Badore,Cooperative Villa. Badore Badore Ajah Lagos,Ajah
1/2/2021,16000000,H5653,Land for sale Igbogbo Igbogbo Ikorodu Lagos,Ikorodu Igbogbo,Ofin Oreta Igbogbo Igbogbo Ikorodu Lagos,Ikorodu
1/2/2021,60000000,H5652,4 bedroom Duplex for sale Back of zenith bank Osapa london Lekki Lagos,Lekki london,Osapa Back of zenith bank Osapa London Lekki Lagos,Lekki
1/2/2021,28000000,H5651,6 bedroom House for sale Aga Ikorodu Ikorodu Lagos,Ikorodu Ikorodu,Harmony hotel Aga Ikorodu Ikorodu Lagos,Ikorodu
1/2/2021,480000000,H5645,6 bedroom House for sale chevron Lekki Lagos,Lekki chevron,Nicon Town Chevron Lekki Lagos,Lekki
1/2/2021,380000000,H5640,5 bedroom House for sale chevron Lekki Lagos,Lekki chevron,Nicon Town Chevron Lekki Lagos,Lekki
1/2/2021,1800000,H5626,600.0 square meter Land for sale Eluju Ibeju Lekki Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Gbarada Village Ayeteju Town Eluju Eluju Ibeju-Lekki Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,1800000,H5620,600.0 square meter Land for sale Eluju Ibeju Lekki Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Gbarada Village Ayeteju Town Eluju Eluju Ibeju-Lekki Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,40000000,H5618,5 bedroom Duplex for sale ajah Thomas estate Ajah Lagos,Ajah estate,Thomos es ajah Thomas Estate Ajah Lagos,Ajah
1/2/2021,210000000,"1000,H5612",1000.0 square meter Land for sale Nicon Town chevron Lekki Lagos,Lekki chevron,Zone B Nicon Town Chevron Lekki Lagos,Lekki
1/2/2021,215000000,"1000,H5609",1000.0 square meter Land for sale Nicon Town chevron Lekki Lagos,Lekki chevron,Zone A Nicon Town Chevron Lekki Lagos,Lekki
1/2/2021,60000000,H5608,4 bedroom Duplex for sale Abraham Adesanya Surulere Lagos,Surulere Adesanya,Surulere Abraham Adesanya Surulere Lagos,Surulere
1/2/2021,8000000,H5606,3 bedroom House for sale Ajuwon Iju Agege Lagos,Agege Iju,Kayode plaza Ajuwon Iju Agege Lagos,Agege
1/2/2021,1200000000,H5604,4 bedroom Duplex for sale Victoria Island Extension Victoria Island Lagos,VI Victoria,Oniru VI Extension VI Lagos,VI
1/2/2021,275000000,"1200,m2,H5603",Land for sale chevron Lekki Lagos,Lekki chevron,Nicon Town Chevron Lekki Lagos,Lekki
1/2/2021,200000000,H5602,7 bedroom Duplex for sale Ogudu Ogudu Lagos,Ogudu Ogudu,Ramat crescent Ogudu Ogudu Lagos,Ogudu
1/2/2021,1200000,G5264,600.0 square meter Land for sale Lepia Town Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,"Lepia Town, Ibeju lekki Lepia Town Free Trade Zone Ibeju-Lekki Lagos",Ibeju-Lekki
1/2/2021,5000000,G5268,600.0 square meter Land for sale Eluju Town Off Lekki-Epe Expressway Ajah Lagos,Lekki Expressway,Bogije Eluju Town Off Lekki Epe Expressway Ajah Lagos,Lekki
1/2/2021,6500000,G5271,600.0 square meter Land for sale Abijo Abijo Ajah Lagos,Ajah Abijo,Abijo Abijo Abijo Ajah Lagos,Ajah
1/2/2021,13500000,H5600,Land for sale Abraham adesanya estate Ajah Lagos,Ajah estate,Abraham Adesanya Abraham Adesanya Estate Ajah Lagos,Ajah
1/2/2021,700000,H5598,600.0 square meter Land for sale FOLU ISE Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,FOLU ISE IBEJU LEKKI LAGOS FOLU ISE Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,18000000,G5273,600.0 square meter Land for sale Walton Gate Sangotedo Ajah Lagos,Sangotedo Sangotedo,Walton Gate estate Walton Gate Sangotedo Ajah Lagos,Sangotedo
1/2/2021,20000000,H5596,3 bedroom Bungalow for sale Diamond Estate Igando Ikotun/Igando Lagos,Igando Ikotun,Isheri igando Diamond Estate Igando Ikotun Igando Lagos,Igando
1/2/2021,15000000,H3828,2 bedroom Flat / Apartment for sale Western Avenue Western Avenue Surulere Lagos,Surulere Avenue,Western Avenue Western Avenue Western Avenue Surulere Lagos,Surulere
1/2/2021,22000000,H3829,3 bedroom Flat / Apartment for sale Western Avenue Western Avenue Surulere Lagos,Surulere Avenue,Western Avenue Western Avenue Western Avenue Surulere Lagos,Surulere
1/2/2021,35000000,"35,H5169",3 bedroom Flat / Apartment for sale Chevron chevron Lekki Lagos,Lekki chevron,Chevron Chevron Chevron Lekki Lagos,Lekki
1/2/2021,40000000,H3821,3 bedroom Flat / Apartment for sale Western Avenue Surulere Lagos,Surulere Avenue,Africa Road off Funsho Williams Avenum Western Avenue Surulere Lagos,Surulere
1/2/2021,25000000,H5592,4 bedroom Duplex for sale Command Ipaja Ipaja Lagos,Ipaja Ipaja,"Soroye Sowemimo Street, Odutola Estate off Command Road Ipaja Command Ipaja Ipaja Lagos",Ipaja
1/2/2021,45000000,H5170,4 bedroom House for sale Ikota Villa Estae Ikota Lekki Lagos,Lekki Ikota,Ikota Villa Estae Ikota Villa Estae Ikota Lekki Lagos,Lekki
1/2/2021,1500000,H5590,Land for sale LaCampaigne Tropicana Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Lacampaign. Lacampaigne Tropicana Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,40000000,H5588,5 bedroom House for sale Lekki Ikota Lekki Lagos,Lekki Ikota,Royal view Estate Lekki Ikota Lekki Lagos,Lekki
1/2/2021,6000000,H5587,Land for sale Lakowe Ajah Lagos,Ajah Lakowe,lakowe Lakowe Ajah Lagos,Ajah
1/2/2021,115000000,H5460,5 bedroom Duplex for sale Victory park Estate Victoria Island Extension Victoria Island Lagos,VI Victoria,Victory park Estate Victory park Estate VI Extension VI Lagos,VI
1/2/2021,8000000,H5585,Land for sale Badore Ajah Lagos,Ajah Badore,Badore Badore Ajah Lagos,Ajah
1/2/2021,14000000,H5583,2 bedroom Duplex for sale Amuwo Odofin Amuwo Odofin Lagos,Amuwo-Odofin Amuwo,"Lake View Estate, Phase 2 Amuwo-Odofin Amuwo-Odofin Lagos",Amuwo-Odofin
1/2/2021,55000000,H5581,8 bedroom Duplex for sale Berger Ojodu Lagos,Ojo Berger,Ojodu Berger Ojodu Lagos,Ojo
1/2/2021,35000000,H5573,House for sale Ikate Ogunlana Surulere Lagos,Surulere Ogunlana,Ikate Ogunlana Surulere Lagos,Surulere
1/2/2021,50000000,H5571,5 bedroom Duplex for sale Ire Akari Isolo Lagos,Isolo Akari,Near Remsal Hotel Ire Akari Isolo Lagos,Isolo
1/2/2021,20000000,H5570,4 bedroom Bungalow for sale Iju-Ishaga Agege Lagos,Agege Ishaga,Tajuden bustop Iju Ishaga Agege Lagos,Agege
1/2/2021,10000000,H5569,3 bedroom Bungalow for sale Isheri Oshun Ijegun Ikotun/Igando Lagos,Igando Ikotun,Fagbile Estate Isheri Oshun Ijegun Ikotun Igando Lagos,Igando
1/2/2021,500000000,H5568,Land for sale Ligali Ayorinde Victoria Island Lagos,VI Victoria,LOUIS SOLOMON V/I Ligali Ayorinde VI Lagos,VI
1/2/2021,35000000,H5567,"5 bedroom House for sale Valley Estate, by Conoil Petrol Station, along Abeokuta Express Road Dopemu Alimosho Lagos",Alimosho Dopemu,"Mortune Avenue Valley Estate, by Conoil Petrol Station, along Abeokuta Express Road Dopemu Alimosho Lagos",Alimosho
1/2/2021,1500000000,H5566,Land for sale Ebute Metta Yaba Lagos,Yaba Metta,makoko street Ebute Metta Yaba Lagos,Yaba
1/2/2021,10000000,H5565,Land for sale Awoyaya Ajah Lagos,Ajah Awoyaya,Mercyland Delight Estate Awoyaya Ajah Lagos,Ajah
1/2/2021,170000000,H4509,Commercial Property for sale Ibeju Eputu Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Aiyeteju Ibeju Eputu Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,46000000,H4756,3 bedroom House for sale Oko oba Agege Lagos,Agege oba,Agege street Oko Oba Agege Lagos,Agege
1/2/2021,4000000,H4818,Land for sale Oke ira Nla Badore Ajah Lagos,Ajah Badore,Oke ira nla street Oke ira Nla Badore Ajah Lagos,Ajah
1/2/2021,1500000000,H4761,Commercial Property for sale Ojota lagos Ojota Ojota Lagos,Ojo Ojota,Express road Ojota lagos Ojota Ojota Lagos,Ojo
1/2/2021,1050000,H5560,Land for sale Ikorodu Ikorodu Lagos,Ikorodu Ikorodu,Imota Ikorodu Ikorodu Lagos,Ikorodu
1/2/2021,4900000,H5557,Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Free trade Zone Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,17000000,H5554,House for sale Ikate Ogunlana Surulere Lagos,Surulere Ogunlana,Ikate Ogunlana Surulere Lagos,Surulere
1/2/2021,3000000000,H5553,Land for sale Old Ikoyi Ikoyi Lagos,Ikoyi Ikoyi,Lawrence Street Ikoyi. Old Ikoyi Ikoyi Lagos,Ikoyi
1/2/2021,900000,H5551,Land for sale Ikorodu Ikorodu Lagos,Ikorodu Ikorodu,Agbowa Ikorodu Ikorodu Lagos,Ikorodu
1/2/2021,850000,H5550,Land for sale Akodo Ise Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Akodo Akodo Ise Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,4000000000,H5549,Land for sale MacPherson Ikoyi Lagos,Ikoyi MacPherson,Macdonald Street Ikoyi. Macpherson Ikoyi Lagos,Ikoyi
1/2/2021,37000000,H5548,4 bedroom House for sale Orchid hotel road chevron Lekki Lagos,Lekki chevron,Orchid hotel road Orchid hotel road Chevron Lekki Lagos,Lekki
1/2/2021,350000000,H5546,Land for sale Osborne Foreshore Estate Ikoyi Lagos,Ikoyi Estate,Osborne Phase 1 Osborne Foreshore Estate Ikoyi Lagos,Ikoyi
1/2/2021,75000000,H5544,Land for sale Oregun Ikeja Lagos,Ikeja Oregun, Bankole Oregun Lagos Oregun Ikeja Lagos,Ikeja
1/2/2021,800000000,H5543,Land for sale Banana Island Ikoyi Lagos,Ikoyi Island, K ZONE Banana Island Ikoyi Lagos,Ikoyi
1/2/2021,6000000,H5542,Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,E;luju Town Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,2500000,H5540,Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Okun Folu Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,1500000,H5539,Land for sale Alatise Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Lepia Town Alatise Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,700000,H5537,Land for sale Akodo Ise Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Ibeju-Lekki Akodo Ise Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,700000,H5536,Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Ibeju-Lekki Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,3500000,H5527,Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Ibeju-Lekki Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,4900000,H5525,Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Ibeju-Lekki Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,80000000,H5524,7 bedroom Duplex for sale lekki Canaan Estate Ajah Lagos,Ajah Estate,Canaan land estate lekki Canaan Estate Ajah Lagos,Ajah
1/2/2021,33000000,H5515,4 bedroom Bungalow for sale Thomas estate Ajah Lagos,Ajah estate,Divine Homes Thomas Estate Ajah Lagos,Ajah
1/2/2021,8000000,H2477,600.0 square meter Land for sale Ogombo Ajah Lagos,Ajah Ogombo,Along Abraham Adesanya Estate Road Ogombo Ajah Lagos,Ajah
1/2/2021,10000000,H2478,500.0 square meter Land for sale Bogije Sangotedo Lagos,Sangotedo Bogije,Bogije road Bogije Sangotedo Lagos,Sangotedo
1/2/2021,10500000,H2479,600.0 square meter Land for sale Lakowe Ajah Lagos,Ajah Lakowe,Lakowe Golf and Country Estate Road Lakowe Ajah Lagos,Ajah
1/2/2021,5500000,H2480,600.0 square meter Land for sale Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Behind Proposed Dangote refinery Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,5000000,H5510,Land for sale Off Lekki-Epe expressway Awoyaya Ajah Lagos,Lekki Awoyaya,Awoyaya Lekki Lagos Off Lekki-Epe expressway Awoyaya Ajah Lagos,Lekki
1/2/2021,65000000,H5509,4 bedroom Duplex for sale chevron Lekki Lagos,Lekki chevron,Chevron Chevron Lekki Lagos,Lekki
1/2/2021,400000000,H4617,3 bedroom Duplex for sale Sabo Yaba Lagos,Yaba Sabo,Sabo Sabo Yaba Lagos,Yaba
1/2/2021,25000000,H4607,22000.0 square meter Land for sale Ikeja Ikeja Lagos,Ikeja Ikeja,Ikeja Ikeja Ikeja Lagos,Ikeja
1/2/2021,65000000,H5491,4 bedroom Duplex for sale chevron Lekki Lagos,Lekki chevron,Chevron Chevron Lekki Lagos,Lekki
1/2/2021,30000000,H3831,Bungalow for sale University Road Abule-Oja Yaba Lagos,Yaba Oja,Davis University Road Abule Oja Yaba Lagos,Yaba
1/2/2021,85000000,H5490,5 bedroom Duplex for sale chevron Lekki Lagos,Lekki chevron,Chevron Chevron Lekki Lagos,Lekki
1/2/2021,30000000,H4618,3 bedroom Flat / Apartment for sale Iganmu Orile Lagos,Orile Iganmu,Orile Iganmu Orile Lagos,Orile
1/2/2021,150000000,"110,H5489",3 bedroom Flat / Apartment for sale Soluyi Soluyi Gbagada Lagos,Gbagada Soluyi,Soluyi Estate Soluyi Soluyi Gbagada Lagos,Gbagada
1/2/2021,2000000,D3283,640.0 square meter Land for sale Epe Road Epe Lagos,Epe Road,Mejona oko orisan epe/ibeju lekki road Epe Road Epe Lagos,Epe
1/2/2021,75000000,H5487,4 bedroom Duplex for sale chevron Lekki Lagos,Lekki chevron,Chevron Chevron Lekki Lagos,Lekki
1/2/2021,85000000,H5485,4 bedroom Duplex for sale chevron Lekki Lagos,Lekki chevron,Chevron Chevron Lekki Lagos,Lekki
1/2/2021,60000000,H5484,4 bedroom Duplex for sale chevron Lekki Lagos,Lekki chevron,Chevron Chevron Lekki Lagos,Lekki
1/2/2021,16000000,H5478,6 bedroom Flat / Apartment for sale St finbarrs Road Akoka Yaba Lagos,Yaba Akoka,Back of chemist bus stop St finbarrs Road Akoka Yaba Lagos,Yaba
1/2/2021,30000000,H5472,7 bedroom Duplex for sale Igando Akowonjo Alimosho Lagos,Igando Akowonjo,Akesan Igando Akowonjo Alimosho Lagos,Igando
1/2/2021,45000000,H2114,4 bedroom Duplex for sale Berger Ojodu Lagos,Ojo Berger,Ojodu Berger Ojodu Lagos,Ojo
1/2/2021,35000000,H2349,4 bedroom Duplex for sale Kosoko Berger Ojodu Lagos,Ojo Berger,Kosoko Kosoko Berger Ojodu Lagos,Ojo
1/2/2021,37000000,H5244,5 bedroom Flat / Apartment for sale Oko oba Agege Lagos,Agege oba,Olaniyi Oko Oba Agege Lagos,Agege
1/2/2021,43000000,H5247,5 bedroom Flat / Apartment for sale Morgan estate Ojodu Lagos,Ojo estate,Close Morgan Estate Ojodu Lagos,Ojo
1/2/2021,1080000,H5458,600.0 square meter Land for sale Phase 2 Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Free trade zone Phase 2 Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,6750000,H5457,600.0 square meter Land for sale Phase 2 Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Free trade zone Phase 2 Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,4050000,H5455,600.0 square meter Land for sale Phase 2 Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki Ibeju,Free trade zone Phase 2 Free Trade Zone Ibeju-Lekki Lagos,Ibeju-Lekki
1/2/2021,16000000,G9572,3 bedroom Bungalow for sale Jakande Estate Oke-Afa Isolo Lagos,Isolo Afa,Orange Jakande Estate Oke Afa Isolo Lagos,Isolo
1/2/2021,15000000,G9175,4 bedroom Bungalow for sale Akesan Igando Ikotun/Igando Lagos,Igando Ikotun,Kassim Achomhi street Akesan Igando Ikotun Igando Lagos,Igando
1/2/2021,15000000,G8254,4 bedroom Bungalow for sale Ogombo Ajah Lagos,Ajah Ogombo,Ogombo Ajah Lagos,Ajah
1/2/2021,15000000,H0250,4 bedroom Bungalow for sale Akesan Igando Ikotun/Igando Lagos,Igando Ikotun,Akesan Igando Ikotun Igando Lagos,Igando
1/2/2021,2000000,H0998,Land for sale off AIT road Alagbado Abule Egba Lagos,Abule-Egba Abule,Ilaso community off AIT road Alagbado Abule-Egba Lagos,Abule-Egba
1/2/2021,16000000,H2816,3 bedroom Bungalow for sale Oke-Afa Isolo Lagos,Isolo Afa,Jakande Oke Afa Isolo Lagos,Isolo
1/2/2021,27000000,H0790,Land for sale Oke-Afa Isolo Lagos,Isolo Afa, Oke Afa Isolo Lagos,Isolo
1/2/2021,27000000,H2817,Land for sale Oke-Afa Isolo Lagos,Isolo Afa,Oke Afa Oke Afa Isolo Lagos,Isolo
